index,Textstelle,Metapher,Kandidat,Nein,Metapher?,Fokus,Rahmen,Annotator,orig
699,"Unter den Sinnesorganen ist es namentlich das Auge, das einer fortschreitenden Verschlechterung unterworfen ist",0,2,0,,"[nan, nan]","[nan, nan]","['B', 'P']","Unter den Sinnesorganen ist es namentlich das Auge, das einer fortschreitenden Verschlechterung unterworfen ist"
700,"Unter den von mir beobachteten Fällen findet sich eine Familie, in der die Mutter einen länglichen Turmschädel, der Vater einen typischen Rundschädel besitzt.",0,2,0,,"[nan, nan]","[nan, nan]","['B', 'P']","Unter den von mir beobachteten Fällen findet sich eine Familie, in der die Mutter einen länglichen Turmschädel, der Vater einen typischen Rundschädel besitzt. "
701,Unter primitiven Verhältnissen ist die Frau dem Manne untertan.,0,2,0,,"[nan, nan]","[nan, nan]","['P', 'B']",Unter primitiven Verhältnissen ist die Frau dem Manne untertan.
702,"Unter solchen Umständen ist es natürlich, daß sich alles auf einen Geldmaßstab reduziert. Daß Menschen, welche mit solcher Leidenschaft, Energie und Rücksichtslosigkeit vorgehen, um reich zu werden, auch die Zukunft ohne Bedenken dem momentanen Besitze opfern, also die Gans töten, welche die goldenen Eier legt, nur um die, welche sie noch in sich trägt, schnell zu erbeuten, daß solche Leute auch arg mit der Fauna und Flora ihres Landes umgehen, ist beinahe selbstverständlich.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'P', 'T', 'GoldStandard']","Unter solchen Umständen ist es natürlich, daß sich alles auf einen Geldmaßstab reduziert.«  Daß Menschen, welche mit solcher Leidenschaft, Energie und Rücksichtslosigkeit vorgehen, um reich zu werden, auch die Zukunft ohne Bedenken dem momentanen Besitze opfern, also die Gans töten, welche die goldenen Eier legt, nur um die, welche sie noch in sich trägt, schnell zu erbeuten, daß solche Leute auch arg mit der Fauna und Flora ihres Landes umgehen, ist beinahe selbstverständlich."
703,"Mein Wissen ist und bleibt Stückwerk, gleich dem aller anderen Menschen.",1,3,0,Metaphernkandidat,"[nan, nan, 'Stückwerk', nan]","[nan, nan, 'Mein Wissen', nan]","['P', 'B', 'K', 'GoldStandard']","V	Mein Wissen ist und bleibt Stückwerk, gleich dem aller anderen Menschen."
704,"Vor allem fällt hier der Entwicklungslehre die schöne Aufgabe zu, die Menschheit vom lastenden Joche des Aberglaubens zu befreien und durch das wahre Verständnis der natürlichen Lebenswunder einer höheren Vollkommenheit zuzuführen.",3,1,0,Metapher,"['des Aberglaubens', nan, 'vom lastenden Joche des Aberglaubens', ""['des Aberglaubens', 'vom lastenden Joche des Aberglaubens']""]","['vom lastenden Joche', nan, 'zu befreien', ""['vom lastenden Joche', 'zu befreien']""]","['P', 'B', 'K', 'GoldStandard']","VI	Vor allem fällt hier der Entwicklungslehre die schöne Aufgabe zu, die Menschheit vom lastenden Joche des Aberglaubens zu befreien und durch das wahre Verständnis der natürlichen ""Lebenswunder"" einer höheren Vollkommenheit zuzuführen."
705,"Vermögen wurden infolgedessen erworben, welche die Märchen von tausend und eine Nacht in Schatten stellen.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'T', 'P', 'GoldStandard']","Vermögen wurden infolgedessen erworben, welche die Märchen von tausend und eine Nacht in Schatten stellen."
706,"Vielleicht war die vollkommenste Konsequenz der Kreisschlüssigkeit des Rückkehrtriebs in der Psychoanalyse, die integrale Gestalt der Kontingenzflucht, nur in symbolischer Vollstreckung möglich.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Vielleicht war die vollkommenste Konsequenz der Kreisschlüssigkeit des Rückkehrtriebs in der Psychoanalyse, die integrale Gestalt der Kontingenzflucht, nur in symbolischer Vollstreckung möglich."
707,"Vielleicht würden alle etwas mehr wissen, wenn nicht alle Fachschriften mit so fürchterlich gelehrten neuen Wörtern und griechischen Brocken angefüllt wären, so daß selbst Mephisto und der gelehrte Dr.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Vielleicht würden alle etwas mehr wissen, wenn nicht alle Fachschriften mit so fürchterlich gelehrten neuen Wörtern und griechischen Brocken angefüllt wären, so daß selbst Mephisto und der gelehrte Dr."
708,"Von Schillers ‚sanftem Bogen der Notwendigkeit‘, dessen ‚Geschoß‘ dem Menschen droht, ist noch nichts zu ahnen er ist eine Figur der schönen Resignation, die Enthärtung der physischen Gesetzlichkeit durch die ethische vorausgesetzt.",1,3,0,Metaphernkandidat,"['Enthärtung der physichen Gesetzlichkeit', nan, nan, nan]","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Von Schillers ‚sanftem Bogen der Notwendigkeit‘, dessen ‚Geschoß‘ dem Menschen droht, ist noch nichts zu ahnen; er ist eine Figur der schönen Resignation, die Enthärtung der physischen Gesetzlichkeit durch die ethische vorausgesetzt."
709,"Von diesem Realismus her wird nur noch schwer verstanden, was günstigenfalls als Residuum des noch Unwiderlegten oder als Gleichgültigkeit des Unwiderlegbaren erscheint.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Von diesem Realismus her wird nur noch schwer verstanden, was günstigenfalls als Residuum des noch Unwiderlegten oder als Gleichgültigkeit des Unwiderlegbaren erscheint."
710,"Von diesem Ziele sind wir noch weit entfernt, und bevor es nicht erreicht ist, ehe nicht wenigstens die großen Wissensgebiete der Biologie, Anthropologie und Soziologie eine einheitliche Grundlage gewonnen haben, und ehe nicht weiterhin zwischen den Naturwissenschaften und den Geisteswissenschaften das einigende Band hergestellt ist, eher wird sich auch das Leben nicht widerspruchslos der modernen Wissenschaft als Führerin anvertrauen.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['T', 'B', 'P', 'GoldStandard']","Von diesem Ziele sind wir noch weit entfernt, und bevor es nicht erreicht ist, ehe nicht wenigstens die großen Wissensgebiete der Biologie, Anthropologie und Soziologie eine einheitliche Grundlage gewonnen haben, und ehe nicht weiterhin zwischen den Naturwissenschaften und den Geisteswissenschaften das einigende Band hergestellt ist, eher wird sich auch das Leben nicht widerspruchslos der modernen Wissenschaft als Führerin anvertrauen."
711,"Von ihnen gehen politische und geistige Welterschütterungen aus, die ganze Völker und Jahrhunderte bewegen",1,1,0,,"[nan, nan]","[nan, nan]","['B', 'P']","Von ihnen gehen politische und geistige Welterschütterungen aus, die ganze Völker und Jahrhunderte bewegen"
712,"Vor der Episode der antiken Klassik habe nicht nur Finsternis und Grauen über der Frühzeit der Völker gelegen, sondern auch und vor allem reinste Kindhaftigkeit des Ununterschiedenseins von Wahrheit und Lüge, Wirklichkeit und Traum.",2,2,0,Metaphernkandidat,"['Kindhaftigkeit des Unterschiedenseins', 'Finsternis und Grauen', nan, nan]","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Vor der Episode der antiken Klassik habe nicht nur Finsternis und Grauen über der Frühzeit der Völker gelegen, sondern auch und vor allem reinste Kindhaftigkeit des Ununterschiedenseins von Wahrheit und Lüge, Wirklichkeit und Traum."
713,"Vorgeschobene Instanz kann auch das mißachtete Formular bürgerlicher Höflichkeit sein, dessen ‚kritische‘ Destruktion zwar die gewünschte ‚Nacktheit‘ zwischen Begegnenden erzeugt, aber auch dem zuvor niemals auszumachenden Schwächeren seinen Schutz entzieht.",1,3,0,Metaphernkandidat,"['missachtete Formular bürgerlicher Höflichkeit', nan, nan, nan]","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Vorgeschobene Instanz kann auch das mißachtete Formular bürgerlicher Höflichkeit sein, dessen ‚kritische‘ Destruktion zwar die gewünschte ‚Nacktheit‘ zwischen Begegnenden erzeugt, aber auch dem zuvor niemals auszumachenden Schwächeren seinen Schutz entzieht."
714,"Was der Traum bedeutet, ist erst sekundär das, was ihn vielleicht mit der Frühmenschenwelt verbindet zuerst und vor allem macht er einen Grenzwert von Realitätsprostration zugänglich.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Was der Traum bedeutet, ist erst sekundär das, was ihn vielleicht mit der Frühmenschenwelt verbindet; zuerst und vor allem macht er einen Grenzwert von Realitätsprostration zugänglich."
715,"Was die Unterdrückung anbelangt, da könnten sie ebensogut vorschlagen, das Faß der Danaiden auszufüllen.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'T', 'P', 'GoldStandard']","Was die Unterdrückung anbelangt, da könnten sie ebensogut vorschlagen, das Faß der Danaiden auszufüllen."
716,"Was er zur Grundlage seiner Auffassung des psychischen Apparats gemacht hatte, die Rückkehr des Niveaus der Triebenergie durch Erregungsabfuhr auf den Ausgangszustand, wird als Rückkehr des Lebens, des individuellen wie des universellen, in den Tod als das übergewichtige Vorher zur Kreisschlußgesetzlichkeit des Universums selbst.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Was er zur Grundlage seiner Auffassung des psychischen Apparats gemacht hatte, die Rückkehr des Niveaus der Triebenergie durch Erregungsabfuhr auf den Ausgangszustand, wird als Rückkehr des Lebens, des individuellen wie des universellen, in den Tod als das übergewichtige Vorher zur Kreisschlußgesetzlichkeit des Universums selbst."
717,"Was geschaffen wird, läßt sich ‚Appellationsfähigkeit‘ nennen.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Was geschaffen wird, läßt sich ‚Appellationsfähigkeit‘ nennen."
718,"Was ist besser für die Gattung, diese enorme Konzentration von Kapital, das durch seine Wucht alles vor sich niederwirft, oder das Kontiueutalsystem des Pflichtanteils in der Vererbung, welches solche Machtentwicklung unmöglich macht?",3,1,0,Metapher,"['durch seine Wucht alles vor sich niederwirft', 'Wucht alles vor sich niederwirft', nan, ""['durch seine Wucht alles vor sich niederwirft', 'Wucht alles vor sich niederwirft']""]","['Konzentration von Kapital', 'Kapital', nan, ""['Konzentration von Kapital', 'Kapital']""]","['B', 'T', 'P', 'GoldStandard']","Was ist besser für die Gattung, diese enorme Konzentration von Kapital, das durch seine Wucht alles vor sich niederwirft, oder das Kontiueutalsystem des Pflichtanteils in der Vererbung, welches solche Machtentwicklung unmöglich macht?"
719,"Was tabu ist und bleibt, hätte dann – auf sich konzentriert und pars pro toto – die der Welt ursprünglich anhaftende Gesamtfärbung einer unbestimmten Umweltfreundlichkeit zu vertreten, wohl auch hier und da im Dienst des Bestehenden zu simulieren.",1,3,0,Metaphernkandidat,"['Gesamtfärbung einer unbestimmten Umweltfreundlichkeit', nan, nan, nan]","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Was tabu ist und bleibt, hätte dann – auf sich konzentriert und pars pro toto – die der Welt ursprünglich anhaftende Gesamtfärbung einer unbestimmten Umweltfreundlichkeit zu vertreten, wohl auch hier und da im Dienst des Bestehenden zu simulieren."
720,"Wenn der junge Mann  Jahre alt geworden ist, hat er in der Regel einen Anfangsgehalt erreicht, der gerade für seine persönlichen Bedürfnisse ausreicht, so daß von einer Verheiratung noch nicht die Rede sein kann, wenn kein Privatvermögen vorhanden ist.",0,2,0,,"[nan, nan]","[nan, nan]","['P', 'B']","Wenn der junge Mann 30 Jahre alt geworden ist, hat er in der Regel einen Anfangsgehalt erreicht, der gerade für seine persönlichen Bedürfnisse ausreicht, so daß von einer Verheiratung noch nicht die Rede sein kann, wenn kein Privat- vermögen vorhanden ist."
721,"Wenn dergleichen Fälle in den südlichen Staaten stattfinden, bringen die nördlichen Zeitungen, besonders die republikanischen, geharnischte Artikel gegen die Gesetzlosigkeit des Südens und moralisieren nach Herzenslust über Degeneration und dergleichen mehr.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Wenn dergleichen Fälle in den südlichen Staaten stattfinden, bringen die nördlichen Zeitungen, besonders die republikanischen, geharnischte Artikel gegen die Gesetzlosigkeit des Südens und moralisieren nach Herzenslust über Degeneration und dergleichen mehr."
722,"Wenn die Basis, der Grund einer Begebenheit nichts anderes sein kann, als bekanntlich der Träger derselben, d. h. der Boden, in dem sie wurzelt, so ist die Frage nach der Basis der Entwicklung des sozialen Lebens bezw. der Geschichte für uns kein Problem.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['P', 'K', 'B', 'GoldStandard']","Wenn die Basis, der Grund einer Begebenheit nichts anderes sein kann, als bekanntlich der Träger derselben, d. h. der Boden, in dem sie wurzelt, so ist die Frage nach der Basis der Entwicklung des sozialen Lebens bezw. der Geschichte für uns kein Problem."
723,"Wenn die Rotations geschwindigkeit der Wirbelringe so groß ist, daß die lebendige Kraft der die Peripherie bildenden Ionen größer ist als die Adhäsion oder Kohäsion der Ionen, dann werden solche beständig von der Peripherie abgeschlendert.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Wenn die Rotations: geschwindigkeit der Wirbelringe so groß ist, daß die lebendige Kraft der die Peripherie bildenden Ionen größer ist als die Adhäsion oder Kohäsion der Ionen, dann werden solche beständig von der Peripherie abgeschlendert."
724,"Wenn es Name eines geschichtsträchtigen Subjekts geworden ist, läßt dies sich am Aufkommen der Erwägung oder Praxis ablesen, es nicht mehr wie das alte Superabstraktum zu schreiben.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Wenn es Name eines geschichtsträchtigen Subjekts geworden ist, läßt dies sich am Aufkommen der Erwägung oder Praxis ablesen, es nicht mehr wie das alte Superabstraktum zu schreiben."
725,"Wenn irgend etwas, so sind sie geeignet, den Glauben daran daß es so etwas wie einen sinn der Welt gebe, in der Wurzel absterben zu lassen!",2,3,0,Metaphernkandidat,"[nan, 'in der Wurzel', nan, 'in der Wurzel absterben zu lassen', nan]","[nan, 'absterben zu lassen', nan, 'den Glauben', nan]","['K', 'P', 'B', 'A', 'GoldStandard']","Wenn irgend etwas, so sind sie geeignet, den Glauben daran: daß es so etwas wie einen „sinn“ der Welt gebe, in der Wurzel absterben zu lassen!"
726,"Wenn man die Reihe der bedeutenden Männer, welche die Geschichte der Zivilisation hervorgebracht hat, genealogisch durchmustert, so wird man anerkennen müssen, dass die geistige Überlegenheit gewisser Familien eine unbestreitbar natürliche Tatsache ist.",0,2,0,,"[nan, nan]","[nan, nan]","['B', 'P']","Wenn man die Reihe der bedeutenden Männer, welche die Geschichte der Zivilisation hervorgebracht hat, genealogisch durchmustert, so wird man anerkennen müssen, dass die geistige Überlegenheit gewisser Familien eine unbestreitbar natürliche Tatsache ist."
727,"Wenn man gewöhnlich mit Aristoteles, Pol. I,,, III,,  die Unzufriedenheit als Schwächung des sozialen Lebens des Staates ansieht, so liegt der Fehler darin, daß dabei ein bestehender Staat, ein positiver Zustand berücksichtigt wird und man verkennt, daß, wenn man hierin auch nicht unzufrieden wäre, er durch die Zufriedenheit als Blutzirlulationsstillstand zu grunde gehen würde.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['P', 'K', 'B', 'GoldStandard']","Wenn man gewöhnlich mit Aristoteles, Pol. I, 6, 2, III, 6, 6 die Unzufriedenheit als Schwächung des sozialen Lebens (des Staates) ansieht, so liegt der Fehler darin, daß dabei ein bestehender Staat, ein positiver Zustand berücksichtigt wird und man verkennt, daß, wenn man hierin auch nicht unzufrieden wäre, er durch die Zufriedenheit als Blutzirlulationsstillstand zu grunde gehen würde."
728,"Wenn wir als Materiäußerlich im allgemeinen die Menschen bezeichnen, die sich gegenseitig als Mitglieder einer sozialen Vereinigung ansehen, so muß schon von vornherein angenommen werden, daß diese Materie nur äußerlich ein Aggregatzustand von Individuen ist denn weder im Anfang, noch im gegenwärtigen, noch in irgend einem früheren Zustande des sozialen Lebens treten uns Individuen entgegen, die voneinander unabhängig und für das soziale Leben von einem von jeglicher Koalition unabhängigen Werte wären.",1,3,0,Metaphernkandidat,"[nan, 'ein Aggregatzustand', nan, nan]","[nan, 'von Individuen', nan, nan]","['P', 'K', 'B', 'GoldStandard']","Wenn wir als Materie des sozialen Lebens äußerlich im allgemeinen die Menschen bezeichnen, die sich gegenseitig als Mitglieder einer sozialen Vereinigung ansehen, so muß schon von vornherein angenommen werden, daß diese Materie nur äußerlich ein Aggregatzustand von Individuen ist: denn weder im Anfang, noch im gegenwärtigen, noch in irgend einem früheren Zustande des sozialen Lebens treten uns Individuen entgegen, die voneinander unabhängig und für das soziale Leben von einem von jeglicher Koalition unabhängigen Werte wären."
729,Werden dann die Vereinigten Staaten Schildwache über Canada stehen für den Fall eines Angriffs auf dasselbe?,0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'P', 'T', 'GoldStandard']",Werden dann die Vereinigten Staaten Schildwache über Canada stehen für den Fall eines Angriffs auf dasselbe?
730,"Wesm die partikularistischen Bestrebungen die sich in Süddeutschland früher im Wahlkampf unverhüllt hervorwagten nicht allmählich eine Reservatrechtsorderung nach der anderen aus ihrem Programm streichen, so droht ihnen das Die ererbten Anlagen und die Bemessung ihres Werts für das politische Leben  Schicksal, von den im Verkehr großgewordenen unitarischen Gegenströmungen weggespült zu werden.",1,3,0,Metaphernkandidat,"[nan, nan, 'weggespült zu werden', nan]","[nan, nan, 'im Wahlkampf', nan]","['T', 'P', 'B', 'GoldStandard']","Wesm die partikularistischen Bestrebungen die sich in Süddeutschland früher im Wahlkampf unverhüllt hervorwagten nicht allmählich eine Reservatrechtsorderung nach der anderen aus ihrem Programm streichen, so droht ihnen das            Die ererbten Anlagen und die Bemessung ihres Werts für das politische Leben 175  Schicksal, von den im Verkehr großgewordenen unitarischen Gegenströmungen weggespült zu werden."
731,"Wie auch immer dies bezeichnet wird, ob durch Gewaltenteilung oder durch Kodifikation der Zuständigkeiten oder durch Verrechtlichung der Beziehungen, es ist ein System des Willkürentzugs.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Wie auch immer dies bezeichnet wird, ob durch Gewaltenteilung oder durch Kodifikation der Zuständigkeiten oder durch Verrechtlichung der Beziehungen, es ist ein System des Willkürentzugs."
732,"Wie er den Abbau des Absolutismus der Wirklichkeit betrieb, war es die Verteilung eines Blocks opaker Mächtigkeit, über dem Menschen und ihm gegenüber, auf viele einander ausspielende bis aufhebende Gewalten.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Wie er den Abbau des Absolutismus der Wirklichkeit betrieb, war es die Verteilung eines Blocks opaker Mächtigkeit, über dem Menschen und ihm gegenüber, auf viele einander ausspielende bis aufhebende Gewalten."
733,"Wie gleicher grammatischer Bau der Sprache leerer Schall bleibt wo nicht durch gleichsinnige Allgemeinbegriffe etne Verständigung ermöglicht ist, so muß die Verbreitung politischer Gedanken durch Tagespresse und Vereinswesen ins Stocken geraten, wo das Weltbild mit Brettern vernagelt ist.",1,3,0,Metaphernkandidat,"[nan, nan, 'mit Brettern vernagelt ist', nan]","[nan, nan, 'das Weltbild', nan]","['T', 'P', 'B', 'GoldStandard']","Wie gleicher grammatischer Bau der Sprache leerer Schall bleibt wo nicht durch gleichsinnige Allgemeinbegriffe etne Verständigung ermöglicht ist, so muß die Verbreitung politischer Gedanken durch Tagespresse und Vereinswesen ins Stocken geraten, wo das Weltbild mit Brettern vernagelt ist."
734,"Wie immer die hinter dieser Ausgangslage stehenden Verhältnisse religionsgeschichtlicher und kultlokaler Schichtung gelagert sein mögen, im erreichten Abbaustadium durch die epische Dichtung ist die Gewalten­teilung schon Anlaß zu einer Heiterkeit, die in keinem Verhältnis zu den Folgen zwischen Troern und Achaiern auf dem Kriegsschauplatz steht.",1,3,0,Metaphernkandidat,"[nan, 'Gewaltenteilung', nan, nan]","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Wie immer die hinter dieser Ausgangslage stehenden Verhältnisse religionsgeschichtlicher und kultlokaler Schichtung gelagert sein mögen, im erreichten Abbaustadium durch die epische Dichtung ist die Gewalten­teilung schon Anlaß zu einer Heiterkeit, die in keinem Verhältnis zu den Folgen zwischen Troern und Achaiern auf dem Kriegsschauplatz steht."
735,Wie vollzog sich diese Wandlung?,0,5,0,Metaphernkandidat,"[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['K', 'P', 'B', 'A', 'GoldStandard']",Wie vollzog sich diese Wandlung?
736,"Wir empfinden das nicht mehr unmittelbar, weil wir in einer Welt der technischen Massenverteilung leben, die uns die geballte Unwahrscheinlichkeit des Auftretens von Symmetrien verschleiert.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Wir empfinden das nicht mehr unmittelbar, weil wir in einer Welt der technischen Massenverteilung leben, die uns die geballte Unwahrscheinlichkeit des Auftretens von Symmetrien verschleiert."
737,Wir sind so von dem sicheren Geleise des Konstitutionalismus auf die abschüssige Bahn des reinen Parlamesntarismus geraten,1,1,0,,"[nan, nan]","[nan, nan]","['P', 'B']",Wir sind so von dem sicheren Geleise des Konstitutionalismus auf die abschüssige Bahn des reinen Parlamesntarismus geraten
738,"Während die Abbaufunktion sich auf das ursprünglich und unwillkürlich Unheimliche bezieht, betrifft die der Übertragung und Simulation das, was von sich aus diese Qualität gar nicht hat oder gewinnen kann, wie die Auszeichnung priesterlicher Personen, Häuptlinge und Schamanen.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['T', 'P', 'B', 'GoldStandard']","Während die Abbaufunktion sich auf das ursprünglich und unwillkürlich Unheimliche bezieht, betrifft die der Übertragung und Simulation das, was von sich aus diese Qualität gar nicht hat oder gewinnen kann, wie die Auszeichnung priesterlicher Personen, Häuptlinge und Schamanen."
739,Zentralund Südamerika sind aufgehende Sonnen Italien eine niedergehende.,4,0,0,Metapher,"['aufgehende Sonnen', 'aufgehende Sonnen', 'aufgehende Sonnen', ""['aufgehende Sonnen', 'aufgehende Sonnen', 'aufgehende Sonnen']""]","['Zentralund Südamerika', 'Südamerika', 'Zentralund Südamerika sind', ""['Zentralund Südamerika', 'Südamerika', 'Zentralund Südamerika sind']""]","['B', 'T', 'P', 'GoldStandard']",Zentralund Südamerika sind aufgehende Sonnen; Italien eine niedergehende.
740,"Zu der richtigen Deutung dieser Erscheinungen konnte er aber nicht gelangen, weil ihm hierzu der Schlüssel der Deszendenztheorie fehlte.",0,4,0,Metaphernkandidat,"[nan, nan, nan, nan]","[nan, nan, nan, nan]","['B', 'P', 'T', 'GoldStandard']","Zu der richtigen Deutung dieser Erscheinungen konnte er aber nicht gelangen, weil ihm hierzu der Schlüssel der Deszendenztheorie fehlte."
741,"Zugleich aber vermag der Stein auch dann noch eine beredte Sprache zu führen, wenn der Mensch, der ihn zur Teilnahme an seinem Leben und zum Zeugen seiner Arbeit berufen hatte, längst wieder zu Staub geworden ist.",5,1,0,Metapher,"[nan, 'vermag', 'dann noch eine beredte Sprache zu führen', 'Stein', 'Staub', ""['Stein', 'Staub', 'vermag', 'dann noch eine beredte Sprache zu führen']""]","[nan, 'der Stein', 'der Stein', 'beredte Sprache zu führen', nan, ""['beredte Sprache zu führen', '', 'der Stein', 'der Stein']""]","['B', 'P', 'P', 'T', 'T', 'GoldStandard']","Zugleich aber vermag der Stein auch dann noch eine beredte Sprache zu führen, wenn der Mensch, der ihn zur Teilnahme an seinem Leben und zum Zeugen seiner Arbeit berufen hatte, längst wieder zu Staub geworden ist."
742,"Zunächst natürlich Kenntnisse über die Technik, wie man das Leben, die äußeren Dinge sowohl wie das Handeln der Menschen, durch Berechnung beherrscht – nun, das ist aber doch nur die Gemüsefrau des amerikanischen Knaben, werden sie sagen.",1,4,0,Metaphernkandidat,"['die Gemüsefrau', nan, nan, nan, nan]","['Kenntnisse über die Technik, wie man das Leben, die äußeren Dinge sowohl wie das Handeln der Menschen, durch Berechnung beherrscht', nan, nan, nan, nan]","['K', 'P', 'B', 'A', 'GoldStandard']","Zunächst natürlich: Kenntnisse über die Technik, wie man das Leben, die äußeren Dinge sowohl wie das Handeln der Menschen, durch Berechnung beherrscht: – nun, das ist aber doch nur die Gemüsefrau des amerikanischen Knaben, werden sie sagen."
743,"Zweitens, was diese Gemüsefrau schon immerhin nicht tut Methoden des Denkens, das Handwerkszeug und die schulung dazu. sie werden vielleicht sagen nun, das ist nicht Gemüse, aber es ist auch nicht mehr als das Mittel, sich Gemüse zu verschaffen.",2,4,0,Metaphernkandidat,"['Methoden des Denkens, das Handwerkszeug und die schulung dazu', 'das ist nicht Gemüse', nan, nan, nan, nan]","['diese Gemüsefrau schon immerhin nicht tut', 'Methoden des Denkens, das Handwerkszeug und die schulung dazu', nan, nan, nan, nan]","['K', 'K', 'P', 'B', 'A', 'GoldStandard']","Zweitens, was diese Gemüsefrau schon immerhin nicht tut: Methoden des Denkens, das Handwerkszeug und die schulung dazu.
sie werden vielleicht sagen: nun, das ist nicht Gemüse, aber es ist auch nicht mehr als das Mittel, sich Gemüse zu verschaffen."
744,"Der Satz Alles, was entsteht, ist wert daß es zu Grunde geht konnte erst aus der geistigen Depression christlicher Weltanschauung hervorgehen, die mit dem Spinnennetz moralischer Vorurteile das ganze Weltall einzuhüllen beliebte.",5,0,0,Metapher,"['mit dem Spinnennetz moralischer Vorurteile', 'Spinnennetz', 'dem Spinnennetz', 'mit dem Spinnennetz', ""['mit dem Spinnennetz', 'mit dem Spinnennetz moralischer Vorurteile', 'Spinnennetz', 'dem Spinnennetz']""]","['das ganze Weltall einzuhüllen', 'moralischer Vorurteile', 'moralischer Vorurteile', 'moralischer Vorurteile', ""['moralischer Vorurteile', 'das ganze Weltall einzuhüllen', 'moralischer Vorurteile', 'moralischer Vorurteile']""]","['K', 'K', 'B', 'P', 'GoldStandard']","[10]: Der Satz: »Alles, was entsteht, ist wert daß es zu Grunde geht« konnte erst aus der geistigen Depression christlicher Weltanschauung hervorgehen, die mit dem Spinnennetz moralischer Vorurteile das ganze Weltall einzuhüllen beliebte."
745,"Wenn diese unschätzbaren biologischen und anthropologischen Vorkenntnisse unsere Staatslenker besäßen, und unsere Volksvertreter, die mit ihnen zusammenwirken, so würde unmöglich in den Zeitungen täglich jene entsetzliche Fülle von sociologischen Irrthümern und von politischer Kannegießerei zu lesen sein, welche unsere ParlamentsBerichte und auch viele RegierungsErlasse nicht gerade erfreulich auszeichnen.",1,2,0,Metaphernkandidat,"[nan, 'Kannegießerei', nan]","[nan, 'politischer', nan]","['A', 'K', 'GoldStandard']","[10]: Wenn diese unschätzbaren biologischen und anthropologischen Vorkenntnisse unsere „Staatslenker“ besäßen, und unsere „Volksvertreter“, die mit ihnen zusammenwirken, so würde unmöglich in den Zeitungen täglich jene entsetzliche Fülle von sociologischen Irrthümern und von politischer Kannegießerei zu lesen sein, welche unsere Parlaments-Berichte und auch viele Regierungs-Erlasse nicht gerade erfreulich auszeichnen."
